feature,control_mean,adhd_mean,adhd_minus_control,absolute_difference
frontal_temporal_alpha_connectivity,0.36019756955940585,0.4399216818842969,0.07972411232489107,0.07972411232489107
O2_Pz_alpha_connectivity,0.35925612623702097,0.43857887377649213,0.07932274753947116,0.07932274753947116
P7_P8_delta_connectivity,0.33359775667176594,0.25429355383947083,-0.07930420283229511,0.07930420283229511
C3_T7_beta_connectivity,0.48423884462499506,0.563527349982257,0.0792885053572619,0.0792885053572619
Fp2_T7_alpha_connectivity,0.04682314281797753,0.1261017794414324,0.07927863662345486,0.07927863662345486
O2_T7_alpha_connectivity,0.013892915984422832,0.09284987961832974,0.07895696363390692,0.07895696363390692
P4_O1_alpha_connectivity,0.2914243501327629,0.37031961705954286,0.07889526692677995,0.07889526692677995
temporal_parietal_theta_connectivity,0.5493153293973834,0.6280797594772091,0.0787644300798257,0.0787644300798257
F4_T7_alpha_connectivity,0.13425936016496512,0.21246593650917917,0.07820657634421405,0.07820657634421405
F8_Pz_beta_connectivity,-0.05843092733600919,0.01953714076405211,0.07796806810006131,0.07796806810006131
P7_Pz_delta_connectivity,0.6339219507463458,0.5568311486152236,-0.07709080213112218,0.07709080213112218
F4_C3_beta_connectivity,0.2950390474410757,0.2185167928255511,-0.07652225461552459,0.07652225461552459
F4_O1_beta_connectivity,-0.09683731145063207,-0.020358110819823864,0.07647920063080821,0.07647920063080821
P3_P7_alpha_connectivity,0.5199425616827199,0.5958375950420511,0.07589503335933123,0.07589503335933123
C3_F8_theta_connectivity,0.2371513861985119,0.3128012884210423,0.07564990222253043,0.07564990222253043
O2_P7_delta_connectivity,0.33755841482091414,0.26213728552323184,-0.0754211292976823,0.0754211292976823
F4_F7_alpha_connectivity,0.2730762818691425,0.34847524447696665,0.07539896260782414,0.07539896260782414
C3_Cz_alpha_connectivity,0.5045890935502548,0.5798462210936539,0.07525712754339908,0.07525712754339908
O1_T8_beta_connectivity,0.010930121868556995,0.08572286953809932,0.07479274766954233,0.07479274766954233
P3_O2_alpha_connectivity,0.24861447124378994,0.32324213560791853,0.0746276643641286,0.0746276643641286
Fp1_F3_theta_connectivity,0.6780126200801393,0.752206819222592,0.07419419914245273,0.07419419914245273
T7_Fz_alpha_connectivity,0.20092519340530865,0.2751190944776638,0.07419390107235516,0.07419390107235516
C4_T8_alpha_connectivity,0.5282839738665782,0.6023899931816523,0.0741060193150741,0.0741060193150741
C3_C4_theta_connectivity,0.5129918832690321,0.58707743934255,0.07408555607351786,0.07408555607351786
F3_F8_theta_connectivity,0.34734208716377313,0.42132153406264616,0.07397944689887304,0.07397944689887304
F8_Cz_theta_connectivity,0.29479915417492397,0.3685695678643256,0.07377041368940163,0.07377041368940163
C4_F8_alpha_connectivity,0.28459304588549234,0.3583017868831841,0.07370874099769176,0.07370874099769176
P3_O2_theta_connectivity,0.32901437484696466,0.4022015784190427,0.07318720357207803,0.07318720357207803
P8_Fz_beta_connectivity,-0.08093593072011217,-0.00820842901737937,0.0727275017027328,0.0727275017027328
C4_F7_alpha_connectivity,0.11551381081151965,0.18818575631213916,0.0726719455006195,0.0726719455006195
P4_O2_beta_connectivity,0.565743203724195,0.6384013230537863,0.07265811932959132,0.07265811932959132
F3_F4_theta_connectivity,0.5862882785191013,0.6587831705737173,0.07249489205461601,0.07249489205461601
P4_P7_theta_connectivity,0.243018076941575,0.31516145447458754,0.07214337753301253,0.07214337753301253
Fp2_F3_alpha_connectivity,0.3626039166710491,0.43444394421166127,0.0718400275406122,0.0718400275406122
O1_Fz_delta_connectivity,0.4039434696843659,0.33217858447445353,-0.07176488520991237,0.07176488520991237
T7_Pz_delta_connectivity,0.5488943894592043,0.4772801795062511,-0.0716142099529532,0.0716142099529532
Fp1_Pz_theta_connectivity,0.17347170045556032,0.2450396661002545,0.07156796564469417,0.07156796564469417
Fp2_Pz_beta_connectivity,-0.12898725595152088,-0.05744586035477302,0.07154139559674787,0.07154139559674787
Fp2_O1_alpha_connectivity,-0.16114077945048566,-0.08985329807569607,0.07128748137478959,0.07128748137478959
F4_P7_beta_connectivity,-0.08895148421771916,-0.017773703334798344,0.07117778088292082,0.07117778088292082
O2_T7_theta_connectivity,0.10192936195987666,0.17293010470693898,0.07100074274706232,0.07100074274706232
T8_Fz_theta_connectivity,0.28058527056228194,0.35155272634449286,0.07096745578221092,0.07096745578221092
P3_Pz_theta_connectivity,0.6950558789645473,0.7658368146170058,0.07078093565245847,0.07078093565245847
F4_T8_theta_connectivity,0.4594388223667875,0.5301526472772061,0.07071382491041861,0.07071382491041861
O1_P7_theta_connectivity,0.6351066632734084,0.5644808525437679,-0.07062581072964047,0.07062581072964047
C4_Fz_alpha_connectivity,0.288245264780288,0.3585554288286238,0.07031016404833579,0.07031016404833579
Fp1_F4_delta_connectivity,0.48370296357333886,0.5535537649302357,0.06985080135689681,0.06985080135689681
O2_Fz_alpha_connectivity,-0.13356004331327304,-0.06401884762622743,0.0695411956870456,0.0695411956870456
P3_F7_delta_connectivity,0.4698429483501702,0.40039759611074976,-0.06944535223942044,0.06944535223942044
Fp1_P8_theta_connectivity,0.022092966495693363,0.09128429433246368,0.06919132783677032,0.06919132783677032
frontal_occipital_theta_connectivity,0.08631998752045092,0.15533432889592513,0.06901434137547421,0.06901434137547421
Fp1_O2_theta_connectivity,-0.02063094184141175,0.04832264050511166,0.0689535823465234,0.0689535823465234
T8_Fz_alpha_connectivity,0.1866848079312162,0.2551075350578466,0.06842272712663042,0.06842272712663042
Fp1_P3_theta_connectivity,0.21017651080675573,0.27857254579323193,0.0683960349864762,0.0683960349864762
O2_Fz_beta_connectivity,-0.1334836662449763,-0.06530147955492442,0.06818218669005187,0.06818218669005187
T7_T8_theta_connectivity,0.27322260432969464,0.34121467273888934,0.0679920684091947,0.0679920684091947
F3_F7_theta_connectivity,0.6265527957726444,0.694381413355062,0.06782861758241754,0.06782861758241754
Fp1_Cz_theta_connectivity,0.2380412552906083,0.3058077889406557,0.0677665336500474,0.0677665336500474
T8_P7_theta_connectivity,0.16202814991478828,0.22950047050612482,0.06747232059133654,0.06747232059133654
P8_Fz_theta_connectivity,0.05287920326509936,0.12000122464450992,0.06712202137941056,0.06712202137941056
F4_C4_delta_connectivity,0.7776522504380582,0.7107008016801019,-0.06695144875795633,0.06695144875795633
O1_T8_theta_connectivity,0.08877608613225736,0.1554495060503154,0.06667341991805804,0.06667341991805804
C3_F7_alpha_connectivity,0.34971949167804933,0.41638570875643893,0.0666662170783896,0.0666662170783896
Fp1_P8_alpha_connectivity,-0.0778642948291786,-0.011217321767765314,0.06664697306141329,0.06664697306141329
F3_Pz_delta_connectivity,0.5450926227781425,0.47862507779520297,-0.06646754498293955,0.06646754498293955
Fp1_F7_theta_connectivity,0.7137476476490036,0.6474038438129113,-0.06634380383609229,0.06634380383609229
parietal_occipital_delta_connectivity,0.8451721653161722,0.7794339039818039,-0.06573826133436833,0.06573826133436833
T7_P7_theta_connectivity,0.5629404163606639,0.6284804402556886,0.06554002389502467,0.06554002389502467
Fp1_P4_beta_connectivity,-0.10640321941328254,-0.040943416273850695,0.06545980313943184,0.06545980313943184
C3_F8_alpha_connectivity,0.11957499529383059,0.18472608920506522,0.06515109391123464,0.06515109391123464
C4_Cz_alpha_connectivity,0.5972148077982506,0.6622577184164838,0.0650429106182332,0.0650429106182332
temporal_occipital_theta_connectivity,0.30246407093396593,0.36742865458785146,0.06496458365388552,0.06496458365388552
F3_F8_alpha_connectivity,0.2632388733773077,0.3279185771457314,0.06467970376842369,0.06467970376842369
F8_T7_alpha_connectivity,0.058125606345334875,0.12262429636722355,0.06449869002188868,0.06449869002188868
central_temporal_theta_connectivity,0.6001399142354242,0.6645908626821748,0.06445094844675059,0.06445094844675059
F3_P4_beta_connectivity,-0.020956052046368263,0.04331920079079934,0.0642752528371676,0.0642752528371676
F3_T8_theta_connectivity,0.265632421698989,0.3297943476333455,0.06416192593435649,0.06416192593435649
Fp2_Cz_delta_connectivity,0.5292406148289818,0.465091428566449,-0.06414918626253274,0.06414918626253274
P4_P8_beta_connectivity,0.3695181265357388,0.4334263405056409,0.0639082139699021,0.0639082139699021
F3_Pz_theta_connectivity,0.3111237794359811,0.374593729969205,0.0634699505332239,0.0634699505332239
C3_F7_delta_connectivity,0.6160080829773814,0.5526949070590202,-0.06331317591836116,0.06331317591836116
Fp2_F8_delta_connectivity,0.6911326951141397,0.6278802140849945,-0.06325248102914516,0.06325248102914516
temporal_occipital_delta_connectivity,0.49012263717871296,0.4274654191065067,-0.06265721807220626,0.06265721807220626
Fp1_P7_delta_connectivity,0.4015406000874451,0.3392378574906761,-0.06230274259676899,0.06230274259676899
Fp1_C3_delta_connectivity,0.6011836616442283,0.538908175522792,-0.062275486121436296,0.062275486121436296
P4_Pz_theta_connectivity,0.5519857693504586,0.614253789447276,0.06226802009681742,0.06226802009681742
O1_F8_beta_connectivity,-0.06311360234587969,-0.0010373262193228501,0.06207627612655684,0.06207627612655684
F3_T7_beta_connectivity,0.327976276735745,0.38999379641382476,0.06201751967807978,0.06201751967807978
F7_Fz_beta_connectivity,0.3081954178501965,0.3701694935777359,0.06197407572753938,0.06197407572753938
Fp1_Fp2_delta_connectivity,0.6505886132567826,0.7123884719915352,0.06179985873475258,0.06179985873475258
T8_P7_alpha_connectivity,0.04711597535498657,0.10845102114398907,0.06133504578900249,0.06133504578900249
P8_Pz_delta_connectivity,0.33221279114047725,0.27093827568449524,-0.061274515455982004,0.061274515455982004
T7_T8_alpha_connectivity,0.11080347628590655,0.17200730747364226,0.061203831187735716,0.061203831187735716
F4_T8_beta_connectivity,0.2601704744749985,0.32108911984645594,0.060918645371457414,0.060918645371457414
F4_T7_delta_connectivity,0.32580518706327843,0.3865828459802785,0.060777658917000044,0.060777658917000044
C3_P8_beta_connectivity,-0.0054996331755957605,0.05508713845177106,0.06058677162736682,0.06058677162736682
O1_P7_beta_connectivity,0.40588211600475754,0.46632682976783896,0.060444713763081415,0.060444713763081415
Fp1_Pz_delta_connectivity,0.39188329511098535,0.3315471681494689,-0.06033612696151647,0.06033612696151647
P4_Cz_delta_connectivity,0.6149971056129212,0.6751198168164724,0.06012271120355117,0.06012271120355117
T8_P8_delta_connectivity,0.5994276065644488,0.5393091768024562,-0.060118429761992664,0.060118429761992664
F7_T7_alpha_connectivity,0.44183710210215943,0.5015307889688215,0.0596936868666621,0.0596936868666621
P4_F7_beta_connectivity,-0.0464598144329609,0.01308176015179553,0.05954157458475643,0.05954157458475643
F4_C4_beta_connectivity,0.5959128549725664,0.5363908913247288,-0.05952196364783757,0.05952196364783757
Fp2_F8_beta_connectivity,0.5245364742332911,0.46502157196660293,-0.05951490226668815,0.05951490226668815
C3_P4_delta_connectivity,0.3635356744415088,0.42272175102899306,0.05918607658748426,0.05918607658748426
O1_Pz_theta_connectivity,0.5741717553779444,0.6331471931057395,0.05897543772779512,0.05897543772779512
P4_T7_beta_connectivity,0.06703099057946253,0.12585184523859527,0.05882085465913274,0.05882085465913274
Fp2_C3_theta_connectivity,0.23850243923731312,0.29687392771099824,0.05837148847368512,0.05837148847368512
frontal_central_delta_connectivity,0.7231951167877507,0.664905199372958,-0.058289917414792725,0.058289917414792725
Fp2_P8_delta_connectivity,0.33334558668815256,0.2756765900811997,-0.05766899660695285,0.05766899660695285
Fp1_C4_theta_connectivity,0.2513685568056156,0.30901266138288724,0.05764410457727165,0.05764410457727165
O1_Fz_alpha_connectivity,-0.003970117337824124,0.05359744148934247,0.0575675588271666,0.0575675588271666
Fp1_Fp2_beta_connectivity,0.32969464452414726,0.27228962251226785,-0.057405022011879414,0.057405022011879414
C3_Cz_delta_connectivity,0.49036848296808344,0.5477142932464872,0.0573458102784038,0.0573458102784038
C3_T7_alpha_connectivity,0.6252392531584238,0.6825682047425723,0.057328951584148524,0.057328951584148524
P8_Pz_alpha_connectivity,0.21362631051394837,0.2708120984191103,0.05718578790516193,0.05718578790516193
F3_T8_alpha_connectivity,0.14185070688415546,0.19890600551062212,0.05705529862646666,0.05705529862646666
Fp2_P8_theta_connectivity,0.09996715764269823,0.15684838658908862,0.05688122894639039,0.05688122894639039
P4_O1_theta_connectivity,0.3717639463402069,0.42861281113063643,0.056848864790429554,0.056848864790429554
P4_Pz_alpha_connectivity,0.5556847757868737,0.6124292241181274,0.056744448331253694,0.056744448331253694
Fp2_T8_delta_connectivity,0.49714718435392946,0.4411470679833015,-0.05600011637062796,0.05600011637062796
P4_P7_beta_connectivity,0.09712524261214256,0.15232841705848862,0.055203174446346065,0.055203174446346065
O1_F8_theta_connectivity,-0.01665828142206102,0.038518426162330054,0.05517670758439107,0.05517670758439107
Fp1_F7_alpha_connectivity,0.664631717509837,0.6094755461178829,-0.055156171391954056,0.055156171391954056
F7_T8_alpha_connectivity,0.07306233309089394,0.1276784726188176,0.05461613952792366,0.05461613952792366
F4_C4_theta_connectivity,0.718351884039763,0.6637521149013702,-0.05459976913839282,0.05459976913839282
O2_Pz_theta_connectivity,0.4082346292431514,0.46279416087269803,0.05455953162954663,0.05455953162954663
Fp1_P7_alpha_connectivity,-0.001470068545662829,0.05308671105157425,0.05455677959723708,0.05455677959723708
Fp2_T8_beta_connectivity,0.10681580413685542,0.16130470148759352,0.0544888973507381,0.0544888973507381
Fp1_F4_alpha_connectivity,0.39617380486608766,0.4506517086471805,0.05447790378109285,0.05447790378109285
P4_O1_delta_connectivity,0.42645937287480273,0.3720106067263009,-0.05444876614850186,0.05444876614850186
F3_C3_theta_connectivity,0.7529487202633708,0.6986531709926702,-0.05429554927070057,0.05429554927070057
O2_F7_theta_connectivity,0.008924023706965952,0.0631651469721806,0.05424112326521465,0.05424112326521465
F3_P7_theta_connectivity,0.24926913293079883,0.303242714690487,0.053973581759688194,0.053973581759688194
F8_T7_delta_connectivity,0.26866776341426224,0.32241291349771395,0.05374515008345171,0.05374515008345171
F7_P7_alpha_connectivity,0.14101519660325648,0.194626890945907,0.05361169434265051,0.05361169434265051
Fp1_O2_beta_connectivity,-0.11697972525346095,-0.06361365891996393,0.053366066333497025,0.053366066333497025
F3_Cz_beta_connectivity,0.2702802355471396,0.21697537397210445,-0.05330486157503514,0.05330486157503514
T7_P8_delta_connectivity,0.27776853848501737,0.22454552824944915,-0.05322301023556822,0.05322301023556822
F7_P7_delta_connectivity,0.47143965846520575,0.4183207724381382,-0.05311888602706755,0.05311888602706755
Fp2_T7_delta_connectivity,0.2429079508407976,0.2958791738458509,0.052971223005053275,0.052971223005053275
F3_Fz_delta_connectivity,0.7998709666331607,0.8526965647761148,0.05282559814295407,0.05282559814295407
P3_O1_alpha_connectivity,0.6236166797173076,0.6762943487479256,0.05267766903061799,0.05267766903061799
F7_F8_alpha_connectivity,0.1792687984584617,0.23189934590034414,0.05263054744188245,0.05263054744188245
P7_Fz_delta_connectivity,0.47075037961063326,0.4181574548530921,-0.05259292475754118,0.05259292475754118
Fp1_O1_alpha_connectivity,-0.06301659804314234,-0.010504317728854162,0.05251228031428818,0.05251228031428818
Fp2_F4_delta_connectivity,0.7570013908073334,0.7049216754064329,-0.052079715400900506,0.052079715400900506
P7_Fz_alpha_connectivity,0.013229902826724212,0.06508691548339783,0.05185701265667362,0.05185701265667362
C4_F8_theta_connectivity,0.4093167764791049,0.4610351764318768,0.05171839995277189,0.05171839995277189
Fp1_T8_theta_connectivity,0.20106597584029579,0.25270088569714283,0.051634909856847044,0.051634909856847044
Fp1_O2_alpha_connectivity,-0.13537357107990686,-0.08386946650303317,0.05150410457687368,0.05150410457687368
F8_P7_theta_connectivity,0.06049408897793634,0.1117745803313476,0.05128049135341126,0.05128049135341126
P4_O1_beta_connectivity,0.2323644819202273,0.2835739644384482,0.051209482518220883,0.051209482518220883
parietal_occipital_beta_connectivity,0.6249347140872071,0.6759201009792238,0.050985386892016704,0.050985386892016704
Fp2_C3_beta_connectivity,0.1555917938263803,0.1048896064651861,-0.05070218736119421,0.05070218736119421
P3_F7_theta_connectivity,0.2627473491499099,0.3134078417953774,0.050660492645467514,0.050660492645467514
F7_Fz_delta_connectivity,0.6631033569275874,0.612669868995019,-0.05043348793256841,0.05043348793256841
frontal_parietal_delta_connectivity,0.5311142319328727,0.48075112115578444,-0.050363110777088216,0.050363110777088216
Fp2_O1_beta_connectivity,-0.1082301318531931,-0.0578973948352445,0.0503327370179486,0.0503327370179486
P4_O2_theta_connectivity,0.7149698991792095,0.7650133708297857,0.05004347165057621,0.05004347165057621
C4_T8_delta_connectivity,0.6303640404048668,0.5803886128516424,-0.04997542755322437,0.04997542755322437
F3_C3_alpha_connectivity,0.6290013865468844,0.579057779554732,-0.04994360699215239,0.04994360699215239
Fp2_P7_beta_connectivity,-0.08876265167361395,-0.038916967682342526,0.04984568399127143,0.04984568399127143
P8_Pz_theta_connectivity,0.23603295008753863,0.2857661547634033,0.049733204675864645,0.049733204675864645
F4_C4_alpha_connectivity,0.5744507531358145,0.5248024274875768,-0.049648325648237734,0.049648325648237734
F4_O1_delta_connectivity,0.15079939269986023,0.10136753196671759,-0.04943186073314264,0.04943186073314264
F7_T8_theta_connectivity,0.2086242710298853,0.2577859231933145,0.049161652163429215,0.049161652163429215
Fp1_T8_alpha_connectivity,0.08409405035070892,0.1330548033128431,0.04896075296213419,0.04896075296213419
Fz_Cz_beta_connectivity,0.24562176095403648,0.29451913243688266,0.048897371482846175,0.048897371482846175
O1_F8_alpha_connectivity,-0.09638512457744051,-0.04775008743079839,0.04863503714664213,0.04863503714664213
Fp2_F8_alpha_connectivity,0.6311011401864322,0.5825381861921859,-0.04856295399424626,0.04856295399424626
Fp1_Cz_alpha_connectivity,0.12013439210328175,0.16858511902591355,0.048450726922631804,0.048450726922631804
F3_P7_delta_connectivity,0.5196811807222295,0.47163028508290333,-0.04805089563932613,0.04805089563932613
Fp2_F8_theta_connectivity,0.6675386518430734,0.619539362005594,-0.047999289837479364,0.047999289837479364
P3_O1_delta_connectivity,0.7839936260399383,0.7363996437204943,-0.047593982319444006,0.047593982319444006
T8_P7_beta_connectivity,0.022517184153482115,0.06975992766793312,0.04724274351445101,0.04724274351445101
Fp2_P7_delta_connectivity,0.1093929348628482,0.15623033058118152,0.04683739571833331,0.04683739571833331
Fp1_Fz_delta_connectivity,0.7669639861334628,0.7201980417820865,-0.046765944351376376,0.046765944351376376
Fp2_F7_theta_connectivity,0.3836156504786089,0.4303363343477622,0.04672068386915329,0.04672068386915329
C3_Fz_theta_connectivity,0.5767510463674206,0.6229825541127422,0.04623150774532159,0.04623150774532159
Fp1_Fz_theta_connectivity,0.715490606882464,0.6693381577441097,-0.04615244913835437,0.04615244913835437
O2_F7_alpha_connectivity,-0.09165653845133752,-0.04569129917291545,0.04596523927842207,0.04596523927842207
F3_T7_alpha_connectivity,0.39692437376647993,0.4424121230943992,0.04548774932791927,0.04548774932791927
O2_P8_beta_connectivity,0.39194393511231423,0.4373581759796568,0.04541424086734258,0.04541424086734258
F7_Pz_theta_connectivity,0.19119847615805388,0.23641815294429777,0.04521967678624389,0.04521967678624389
C3_O1_delta_connectivity,0.5724558858871424,0.5275091042426997,-0.04494678164444266,0.04494678164444266
F8_P8_theta_connectivity,0.2072410547804247,0.2521142206890453,0.044873165908620616,0.044873165908620616
F8_P8_delta_connectivity,0.37875370834663724,0.3342098855415758,-0.04454382280506142,0.04454382280506142
F7_F8_theta_connectivity,0.29064619056857366,0.33464061235686254,0.043994421788288884,0.043994421788288884
F7_P8_delta_connectivity,0.1826955716917019,0.13883388765615928,-0.04386168403554261,0.04386168403554261
Fp1_P3_delta_connectivity,0.42166705066454013,0.37824062960831656,-0.043426421056223574,0.043426421056223574
F3_F4_beta_connectivity,0.3753139731857437,0.3319624514622152,-0.04335152172352852,0.04335152172352852
C4_F7_beta_connectivity,0.05355422771285397,0.09652589340127371,0.04297166568841974,0.04297166568841974
frontal_central_beta_connectivity,0.45181456792263053,0.4947851248626553,0.04297055694002477,0.04297055694002477
P7_Pz_alpha_connectivity,0.27283063797297646,0.3157162861369003,0.04288564816392382,0.04288564816392382
P3_T7_theta_connectivity,0.54884043382807,0.5915712786955328,0.042730844867462814,0.042730844867462814
P4_P8_alpha_connectivity,0.49164625590619165,0.5337169753296086,0.04207071942341695,0.04207071942341695
F8_P7_alpha_connectivity,-0.03681431949900134,0.00518095951539867,0.041995279014400005,0.041995279014400005
F3_O1_theta_connectivity,0.16749519173219857,0.20941185450878555,0.04191666277658698,0.04191666277658698
C3_P8_delta_connectivity,0.27954525737528557,0.2379671565310601,-0.041578100844225474,0.041578100844225474
Fp1_Fp2_theta_connectivity,0.6702121880568765,0.711785734271579,0.04157354621470244,0.04157354621470244
C4_O1_delta_connectivity,0.266388961485256,0.22496096135610316,-0.04142800012915282,0.04142800012915282
F4_Cz_alpha_connectivity,0.5271025353029047,0.4857124818594957,-0.041390053443409014,0.041390053443409014
P4_Fz_delta_connectivity,0.22282291067000906,0.2641687835716581,0.04134587290164901,0.04134587290164901
Fp2_Cz_beta_connectivity,0.18021634935307754,0.22141163933285618,0.04119528997977864,0.04119528997977864
F4_P8_delta_connectivity,0.44771355542939445,0.4068997800110838,-0.04081377541831066,0.04081377541831066
O2_T7_beta_connectivity,0.01214073926368883,0.05278148028705515,0.04064074102336632,0.04064074102336632
F4_Cz_delta_connectivity,0.7134565191231154,0.6730276635849004,-0.04042885553821496,0.04042885553821496
F3_P8_beta_connectivity,-0.053484528475556944,-0.013132623231601557,0.04035190524395539,0.04035190524395539
O1_P8_theta_connectivity,0.28874285494370167,0.2484073270913628,-0.040335527852338876,0.040335527852338876
F8_T8_beta_connectivity,0.3540515308418314,0.3942858277752824,0.04023429693345104,0.04023429693345104
Fz_Cz_delta_connectivity,0.40630351504511836,0.44635498871397783,0.04005147366885947,0.04005147366885947
T7_P8_alpha_connectivity,0.05092170661944362,0.09069570621533067,0.03977399959588705,0.03977399959588705
F3_P8_delta_connectivity,0.20137215163532332,0.1616161964916311,-0.039755955143692234,0.039755955143692234
F3_O2_delta_connectivity,0.1667960196127219,0.1271297544767688,-0.03966626513595309,0.03966626513595309
F4_P7_delta_connectivity,0.18207130998614926,0.22169631386063435,0.03962500387448509,0.03962500387448509
C4_T8_theta_connectivity,0.5671426122544925,0.606687550619773,0.0395449383652805,0.0395449383652805
C4_Fz_delta_connectivity,0.40106137904867095,0.4404114113201702,0.03935003227149925,0.03935003227149925
Fp1_T7_delta_connectivity,0.5370079397666992,0.4977202203456447,-0.03928771942105452,0.03928771942105452
T7_Cz_delta_connectivity,0.3389005781251548,0.37790249892786965,0.03900192080271486,0.03900192080271486
F8_T8_delta_connectivity,0.6052784681241969,0.5663942102255685,-0.03888425789862848,0.03888425789862848
F7_P8_alpha_connectivity,-0.03387646207099302,0.004598161763454546,0.038474623834447566,0.038474623834447566
F4_Fz_beta_connectivity,0.44444036710597806,0.4828659813987613,0.03842561429278324,0.03842561429278324
F7_P8_theta_connectivity,0.06533449266116516,0.10322581256199863,0.03789131990083347,0.03789131990083347
F8_T7_beta_connectivity,0.004295212961581574,0.0419207682958873,0.03762555533430573,0.03762555533430573
F7_T8_beta_connectivity,0.0020241970087635634,0.03902800550818316,0.037003808499419595,0.037003808499419595
Fp2_T8_alpha_connectivity,0.18094398789491759,0.21781708077554948,0.0368730928806319,0.0368730928806319
Fp1_C4_alpha_connectivity,0.13378990587251546,0.1706538509706893,0.03686394509817384,0.03686394509817384
Fp2_F7_alpha_connectivity,0.29372907925013864,0.33049192165392866,0.03676284240379002,0.03676284240379002
parietal_occipital_alpha_connectivity,0.7035477098602081,0.7401870630943904,0.036639353234182326,0.036639353234182326
Fp1_T7_alpha_connectivity,0.21434016639750833,0.250895461214558,0.036555294817049694,0.036555294817049694
O1_O2_alpha_connectivity,0.39808113625020913,0.4345773855945842,0.036496249344375065,0.036496249344375065
P4_T7_delta_connectivity,0.27376629740279235,0.310148054827216,0.03638175742442368,0.03638175742442368
O2_F7_beta_connectivity,-0.06766631009216936,-0.03133802415185828,0.03632828594031108,0.03632828594031108
Fp1_O2_delta_connectivity,0.10955251676074614,0.07333823960803595,-0.03621427715271018,0.03621427715271018
Fp1_F3_delta_connectivity,0.7404559844574065,0.7766586286999974,0.0362026442425909,0.0362026442425909
F3_F4_alpha_connectivity,0.5150093212014202,0.5508236261780036,0.035814304976583444,0.035814304976583444
Fp2_O2_delta_connectivity,0.25503302034983905,0.21939550541933303,-0.035637514930506015,0.035637514930506015
Fp1_P8_beta_connectivity,-0.07822032844164115,-0.04287047383045697,0.03534985461118417,0.03534985461118417
T7_P8_theta_connectivity,0.1656883841990012,0.20059284862662952,0.03490446442762832,0.03490446442762832
O1_T8_delta_connectivity,0.18782107660514144,0.15323312151602678,-0.034587955089114664,0.034587955089114664
F3_C3_beta_connectivity,0.6309371140288048,0.5963668868336289,-0.034570227195175884,0.034570227195175884
P3_P7_delta_connectivity,0.7160505782517692,0.6819894478667439,-0.03406113038502534,0.03406113038502534
C4_T7_beta_connectivity,0.11272628817528224,0.14671840486925242,0.033992116693970176,0.033992116693970176
F8_Cz_delta_connectivity,0.4715347552562504,0.43756483747456126,-0.03396991778168912,0.03396991778168912
F3_C3_delta_connectivity,0.7859906796490634,0.7520844853791336,-0.0339061942699298,0.0339061942699298
F4_O2_delta_connectivity,0.3754262170295472,0.3417646135916285,-0.033661603437918686,0.033661603437918686
C3_F8_beta_connectivity,0.1342932164124462,0.16790996849277146,0.033616752080325246,0.033616752080325246
F4_F7_delta_connectivity,0.4118668637379867,0.445236916293478,0.0333700525554913,0.0333700525554913
Fp1_F4_beta_connectivity,0.20582088112190428,0.17256914387471198,-0.0332517372471923,0.0332517372471923
F4_P3_beta_connectivity,0.014454511122887275,0.04760046377403926,0.033145952651151986,0.033145952651151986
F4_Cz_theta_connectivity,0.6415266694520904,0.6084012435779013,-0.033125425874189096,0.033125425874189096
F3_Cz_theta_connectivity,0.45499420161664184,0.48775666820526653,0.032762466588624695,0.032762466588624695
Fp1_C3_alpha_connectivity,0.2791168499946322,0.3118673354832961,0.03275048548866388,0.03275048548866388
F3_C4_beta_connectivity,0.23769298133106115,0.20509496807944771,-0.032598013251613434,0.032598013251613434
T7_Fz_theta_connectivity,0.39490479148687424,0.4273917618187845,0.03248697033191028,0.03248697033191028
O2_F8_delta_connectivity,0.25299373733683667,0.2206019921433341,-0.032391745193502575,0.032391745193502575
F3_F8_delta_connectivity,0.41026663225617754,0.442461402597497,0.032194770341319456,0.032194770341319456
C3_T8_beta_connectivity,0.10602453582557284,0.13818146443150686,0.032156928605934026,0.032156928605934026
Fp2_C3_alpha_connectivity,0.13151601604326152,0.16353627000444076,0.032020253961179246,0.032020253961179246
O2_Fz_delta_connectivity,0.12209751786132812,0.09009321169366742,-0.0320043061676607,0.0320043061676607
F7_Cz_beta_connectivity,0.07436829432559978,0.10621799041934518,0.0318496960937454,0.0318496960937454
T8_Fz_beta_connectivity,0.1095773681407086,0.14137072750452975,0.03179335936382115,0.03179335936382115
F4_P3_delta_connectivity,0.26852766766511926,0.300314271948057,0.031786604282937725,0.031786604282937725
Fp1_P8_delta_connectivity,0.15929661112324467,0.12751313162735392,-0.03178347949589075,0.03178347949589075
F3_C4_theta_connectivity,0.42736813490996867,0.45893146481699876,0.03156332990703009,0.03156332990703009
C4_Pz_delta_connectivity,0.36332933289168956,0.3942974575264991,0.030968124634809524,0.030968124634809524
F4_C3_theta_connectivity,0.45268702436346775,0.483603286470497,0.030916262107029246,0.030916262107029246
F8_T8_alpha_connectivity,0.43622427730879487,0.46686507933355265,0.030640802024757774,0.030640802024757774
F7_T7_delta_connectivity,0.6300112004172348,0.5994311177153072,-0.03058008270192758,0.03058008270192758
Fz_Pz_delta_connectivity,0.5207505144466634,0.49033418992176314,-0.030416324524900284,0.030416324524900284
